keyword_searched,dc_title,dc_creator,dc_publisher,dc_date,dc_type,dc_format,dc_language,dc_source,dc_relation,dc_description,ark,gallica_url,year,journal_title
contagion,"Courrier des théâtres : littérature, beaux-arts, sciences ...",,[s.n.] (Paris),1839-04-11,texte,,fre,"Bibliothèque nationale de France, département Littérature et art, Z-5398",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751100d,11 avril 1839,https://gallica.bnf.fr/ark:/12148/bd6t5391960w,https://gallica.bnf.fr/ark:/12148/bd6t5391960w,1839,"Bibliothèque nationale de France, département Littérature et art, Z-5398"
typhus,"L'Ariégeois : journal religieux, littéraire, industriel, agricole, commercial, d'annonces judiciaires, affiches et avis divers du département de l'Ariège",,Pomiès frères (Foix),1846-08-11,texte,,fre,"Archives départementales de l'Ariège, 2PER9",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32702027c,11 août 1846,https://gallica.bnf.fr/ark:/12148/bd6t5987788n,https://gallica.bnf.fr/ark:/12148/bd6t5987788n,1846,"Archives départementales de l'Ariège, 2PER9"
variole,Le Progrès libéral : journal quotidien,,[s.n.] (Toulouse),1870-04-02,texte,,fre,"Bibliothèque municipale de Toulouse, P 09",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32844280v,02 avril 1870,https://gallica.bnf.fr/ark:/12148/bd6t510318692,https://gallica.bnf.fr/ark:/12148/bd6t510318692,1870,"Bibliothèque municipale de Toulouse, P 09"
épidémie,Le Moniteur de la Martinique : journal officiel de la colonie,Martinique. Auteur du texte,[s.n.] (Fort-de-France),1866-08-26,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3021",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344185573,26 août 1866,https://gallica.bnf.fr/ark:/12148/bpt6k51041514,https://gallica.bnf.fr/ark:/12148/bpt6k51041514,1866,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3021"
variole,"L'Abeille médicale : revue des journaux et des ouvrages de médecine, de chirurgie, de pharmacie",,C.-J.-B. Comet (Paris),1863-03-02,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-118400",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb343982223,02 mars 1863,https://gallica.bnf.fr/ark:/12148/bpt6k9621643z,https://gallica.bnf.fr/ark:/12148/bpt6k9621643z,1863,"Bibliothèque de l'Académie nationale de médecine, 2015-118400"
choléra,Mémoires de l'Académie de médecine,Académie nationale de médecine (France). Auteur du texte,Baillère [puis] (Paris),1867,texte,Nombre total de vues : 31371,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-196299",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34428663h,1867,https://gallica.bnf.fr/ark:/12148/bpt6k6361320p,https://gallica.bnf.fr/ark:/12148/bpt6k6361320p,1867,"Bibliothèque de l'Académie nationale de médecine, 2012-196299"
épidémie,Journal de Constantinople. Écho de l'Orient,,[s.n.] (Constantinople),1849-11-29,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32797343h,29 novembre 1849,https://gallica.bnf.fr/ark:/12148/bpt6k6739723x,https://gallica.bnf.fr/ark:/12148/bpt6k6739723x,1849,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649"
choléra,L'Argus et le Vert-vert réunis,,[s.n.] (Lyon),1849-12-09,texte,Nombre total de vues : 3832,fre,"Bibliothèque nationale de France, département Littérature et art, Z-1591",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32701825n,09 décembre 1849,https://gallica.bnf.fr/ark:/12148/bpt6k63293469,https://gallica.bnf.fr/ark:/12148/bpt6k63293469,1849,"Bibliothèque nationale de France, département Littérature et art, Z-1591"
variole,"Compte-rendu des travaux de la Société de médecine, chirurgie et pharmacie de Toulouse...","Société de médecine, chirurgie et pharmacie (Toulouse). Auteur du texte",Douladoure (Toulouse),1870-05-18,texte,,fre,"Bibliothèque municipale de Toulouse, LP 15070",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32746293h,18 mai 1870,https://gallica.bnf.fr/ark:/12148/bpt6k5393522f,https://gallica.bnf.fr/ark:/12148/bpt6k5393522f,1870,"Bibliothèque municipale de Toulouse, LP 15070"
typhus,"Le Propagateur homœopathique, scientifique et littéraire / publié par une société de médecins, savants et d'hommes de lettres sous la direction du Dr Oriard",,[s.n.] (Paris),1858-02-25,texte,Nombre total de vues : 385,fre,"Bibliothèque nationale de France, département Sciences et techniques, FOL-T41-11",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328448210,25 février 1858,https://gallica.bnf.fr/ark:/12148/bpt6k57738009,https://gallica.bnf.fr/ark:/12148/bpt6k57738009,1858,"Bibliothèque nationale de France, département Sciences et techniques, FOL-T41-11"
typhus,"Journal de Bolbec : littéraire, commercial, judiciaire et d'annonces [""puis"" littéraire, commercial et judiciaire]",,[s.n.] (Bolbec),1846-06-28,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-85781",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32797167z,28 juin 1846,https://gallica.bnf.fr/ark:/12148/bd6t51239766f,https://gallica.bnf.fr/ark:/12148/bd6t51239766f,1846,"Bibliothèque nationale de France, département Droit, économie, politique, JO-85781"
typhus,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1869-05-02,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,02 mai 1869,https://gallica.bnf.fr/ark:/12148/bpt6k9741896k,https://gallica.bnf.fr/ark:/12148/bpt6k9741896k,1869,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
typhus,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1865-09-10,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,10 septembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k9739809m,https://gallica.bnf.fr/ark:/12148/bpt6k9739809m,1865,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
épidémie,"Le Courrier du Gard : journal politique, administratif et judiciaire",,[s.n] (Nîmes),1835-09-04,texte,,fre,"Bibliothèque Carré d'art / Nîmes, 16768_CG",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327512340,04 septembre 1835,https://gallica.bnf.fr/ark:/12148/bpt6k14826765,https://gallica.bnf.fr/ark:/12148/bpt6k14826765,1835,"Bibliothèque Carré d'art / Nîmes, 16768_CG"
choléra,Bibliothèque homoeopathique / par une société de médecins,Société hahnemannienne fédérative. Auteur du texte,J.-B. Baillière et fils (Paris),1868-03-01,texte,Nombre total de vues : 9255,fre,"Bibliothèque nationale de France, département Sciences et techniques, 4-T41-15",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32712340m,01 mars 1868,https://gallica.bnf.fr/ark:/12148/bpt6k57128507,https://gallica.bnf.fr/ark:/12148/bpt6k57128507,1868,"Bibliothèque nationale de France, département Sciences et techniques, 4-T41-15"
épidémie,Mémoires de l'Académie de médecine,Académie nationale de médecine (France). Auteur du texte,Baillère [puis] (Paris),1869,texte,Nombre total de vues : 31371,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-196299",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34428663h,1869,https://gallica.bnf.fr/ark:/12148/bpt6k6433031g,https://gallica.bnf.fr/ark:/12148/bpt6k6433031g,1869,"Bibliothèque de l'Académie nationale de médecine, 2012-196299"
contagion,Bulletin de la médecine et de la pharmacie militaires,,[s.n.] (Paris),1867-09-01,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34423337x,01 septembre 1867,https://gallica.bnf.fr/ark:/12148/bpt6k6397339g,https://gallica.bnf.fr/ark:/12148/bpt6k6397339g,1867,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7"
contagion,"Compte-rendu des travaux de la Société de médecine, chirurgie et pharmacie de Toulouse...","Société de médecine, chirurgie et pharmacie (Toulouse). Auteur du texte",Douladoure (Toulouse),1867-05-19,texte,,fre,"Bibliothèque municipale de Toulouse, LP 15070",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32746293h,19 mai 1867,https://gallica.bnf.fr/ark:/12148/bpt6k5393520m,https://gallica.bnf.fr/ark:/12148/bpt6k5393520m,1867,"Bibliothèque municipale de Toulouse, LP 15070"
choléra,"Courrier de l'Isère : journal administratif, politique et littéraire [""puis"" journal constitutionnel de Grenoble ""puis"" journal désigné pour l'insertion des annonces judiciaires des arrondissements de Grenoble et de Saint-Marcellin ""puis"" journal de Grenoble et du Dauphiné]",,[s.n.] (Grenoble),1835-02-03,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-559",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32750408r,03 février 1835,https://gallica.bnf.fr/ark:/12148/bd6t51198849c,https://gallica.bnf.fr/ark:/12148/bd6t51198849c,1835,"Bibliothèque nationale de France, département Droit, économie, politique, JO-559"
choléra,Gazette de France,,Imprimerie de la Gazette de France (Paris),1832-05-15,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LC2-1",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb41265446t,15 mai 1832,https://gallica.bnf.fr/ark:/12148/bpt6k4486340c,https://gallica.bnf.fr/ark:/12148/bpt6k4486340c,1832,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LC2-1"
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-05-15,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,15 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k62072528,https://gallica.bnf.fr/ark:/12148/bpt6k62072528,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
choléra,"Journal de Savoie : feuille politique, religieuse, littéraire, et contenant ce qui intéresse l'agriculture et les arts",,[s.n.] (Chambéry),1837-09-16,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124 (5)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798895c,16 septembre 1837,https://gallica.bnf.fr/ark:/12148/bd6t5734234d,https://gallica.bnf.fr/ark:/12148/bd6t5734234d,1837,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124"
épidémie,Journal de la Section de médecine de la Société académique du département de la Loire-inférieure,Société académique de Nantes et de la Loire-Atlantique. Section de médecine. Auteur du texte,[s.n.] (Nantes),1843,texte,Nombre total de vues : 10819,fre,Bibliothèque universitaire de Nantes,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344468870,1843,https://gallica.bnf.fr/ark:/12148/bpt6k1124176,https://gallica.bnf.fr/ark:/12148/bpt6k1124176,1843,Bibliothèque universitaire de Nantes
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-05-23,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,23 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k6207257b,https://gallica.bnf.fr/ark:/12148/bpt6k6207257b,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
variole,L'Opinion médicale et scientifique,,[s.n.] (Paris),1870-06-04,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-118348",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32829286q,04 juin 1870,https://gallica.bnf.fr/ark:/12148/bpt6k9608318g,https://gallica.bnf.fr/ark:/12148/bpt6k9608318g,1870,"Bibliothèque de l'Académie nationale de médecine, 2015-118348"
typhus,Galignani's messenger,,Galignani (Paris),1865-09-09,texte,,eng,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-ND-49",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32779538j,09 septembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k6842302q,https://gallica.bnf.fr/ark:/12148/bpt6k6842302q,1865,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-ND-49"
variole,"Le Mercure d'Orthez et des Basses-Pyrénées : feuille littéraire, commerciale et d'annonces diverses",,Goude-Dumesnil (Orthez),1870-06-11,texte,,fre,"Médiathèque Jean-Louis-Curtis Orthez, ORT Mercure",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344239007,11 juin 1870,https://gallica.bnf.fr/ark:/12148/bpt6k1307480g,https://gallica.bnf.fr/ark:/12148/bpt6k1307480g,1870,"Médiathèque Jean-Louis-Curtis Orthez, ORT Mercure"
épidémie,"Revue thérapeutique du Midi : journal de médecine, de chirurgie et de pharmacie pratiques",,[s.n.] (Montpellier),1851,texte,Nombre total de vues : 6424,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34414537h,1851,https://gallica.bnf.fr/ark:/12148/bpt6k2059199,https://gallica.bnf.fr/ark:/12148/bpt6k2059199,1851,Bibliothèque nationale de France
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1839,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,1839,https://gallica.bnf.fr/ark:/12148/bpt6k6226638m,https://gallica.bnf.fr/ark:/12148/bpt6k6226638m,1839,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-03-19,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,19 mars 1866,https://gallica.bnf.fr/ark:/12148/bpt6k62072061,https://gallica.bnf.fr/ark:/12148/bpt6k62072061,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
contagion,"Le Guignol : journal-programme [""puis"" petite gazette hebdomadaire] du Théâtre de Saumur : [""puis"" biographies, portraits, etc., critique théâtrale, musique, historiettes, voyages, etc., peinture, beaux-arts]",,[s.n.] (Saumur),1866-06-21,texte,Nombre total de vues : 250,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327852902,21 juin 1866,https://gallica.bnf.fr/ark:/12148/bpt6k54500329,https://gallica.bnf.fr/ark:/12148/bpt6k54500329,1866,Bibliothèque nationale de France
variole,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1865-06-10,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,10 juin 1865,https://gallica.bnf.fr/ark:/12148/bpt6k9739818k,https://gallica.bnf.fr/ark:/12148/bpt6k9739818k,1865,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1863,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1863,https://gallica.bnf.fr/ark:/12148/bpt6k6361336j,https://gallica.bnf.fr/ark:/12148/bpt6k6361336j,1863,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1867,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1867,https://gallica.bnf.fr/ark:/12148/bpt6k6335705s,https://gallica.bnf.fr/ark:/12148/bpt6k6335705s,1867,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
épidémie,Journal de Toulouse : politique et littéraire,,[s.n.] (Toulouse),1844-08-28,texte,,fre,"Bibliothèque municipale de Toulouse, P 018",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb345241384,28 août 1844,https://gallica.bnf.fr/ark:/12148/bpt6k5364267g,https://gallica.bnf.fr/ark:/12148/bpt6k5364267g,1844,"Bibliothèque municipale de Toulouse, P 018"
variole,"L'Église libre : archives du christianisme évangélique [""puis"" journal de la réforme évangélique]",,Librairie internationale (Nice),1870-04-22,texte,Nombre total de vues : 5850,fre,"Bibliothèque nationale et universitaire de Strasbourg, E2",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32765514c,22 avril 1870,https://gallica.bnf.fr/ark:/12148/bpt6k94070177,https://gallica.bnf.fr/ark:/12148/bpt6k94070177,1870,"Bibliothèque nationale et universitaire de Strasbourg, E2"
épidémie,Journal de Constantinople. Écho de l'Orient,,[s.n.] (Constantinople),1848-11-24,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32797343h,24 novembre 1848,https://gallica.bnf.fr/ark:/12148/bpt6k6739651w,https://gallica.bnf.fr/ark:/12148/bpt6k6739651w,1848,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649"
